id,host,output,model,kind,state,parent_experiment_id,review_family,review_decision,batch,input_batch_target,input_batch_policy,ce_tokens,ce_token_budget,optimizer_updates,data_sha256,tokenizer_sha256,audit_findings,limitations
exp-55b6bc498576,local,mf1-wheel-outside/quickstart-v2/miniqwen4/pretrain,miniqwen4,training,complete,,mf1-integration,integration_only,2,,legacy_whole_microbatch,224,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""fixture 运行不能证明正式 RL、教师资格或草稿加速"", ""台账条数包含阶段和安装用例，不等于独立科学试验数""]"
exp-d1c5d4468442,local,mf1-wheel-outside/quickstart-v2/miniqwen4/sft,miniqwen4,training,complete,,mf1-integration,integration_only,2,,legacy_whole_microbatch,36,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""fixture 运行不能证明正式 RL、教师资格或草稿加速"", ""台账条数包含阶段和安装用例，不等于独立科学试验数""]"
exp-e5887b8aafb9,local,mf1-wheel-outside/reorganized-quickstart/minideepseekv4/pretrain,minideepseekv4,training,complete,,mf1-integration,integration_only,2,,legacy_whole_microbatch,224,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""fixture 运行不能证明正式 RL、教师资格或草稿加速"", ""台账条数包含阶段和安装用例，不等于独立科学试验数""]"
exp-9654e93d3f40,local,mf1-wheel-outside/reorganized-quickstart/minideepseekv4/sft,minideepseekv4,training,complete,,mf1-integration,integration_only,2,,legacy_whole_microbatch,36,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""fixture 运行不能证明正式 RL、教师资格或草稿加速"", ""台账条数包含阶段和安装用例，不等于独立科学试验数""]"
exp-ba8a6ccc5452,local,mf1-wheel-outside/reorganized-quickstart/minifrontier1/indexer,minifrontier1,training,budget_complete_unqualified,,mf1-integration,integration_only,,64,mf1_whole_example,0,,2,4e811f528eee8a887d98a01ca8a3241db100e18b0e6ac24cc3d5e780f0e02e98,98709625a9b309859e514a0e45f934025d45fa50fbb94af5d43245a4bb150dcf,[],"[""fixture 运行不能证明正式 RL、教师资格或草稿加速"", ""台账条数包含阶段和安装用例，不等于独立科学试验数""]"
exp-126c895edf19,local,mf1-wheel-outside/reorganized-quickstart/minifrontier1/p2,minifrontier1,training,budget_complete_unqualified,,mf1-integration,integration_only,,64,mf1_whole_example,27,,2,4e811f528eee8a887d98a01ca8a3241db100e18b0e6ac24cc3d5e780f0e02e98,98709625a9b309859e514a0e45f934025d45fa50fbb94af5d43245a4bb150dcf,[],"[""fixture 运行不能证明正式 RL、教师资格或草稿加速"", ""台账条数包含阶段和安装用例，不等于独立科学试验数""]"
exp-9779134881a5,local,mf1-wheel-outside/reorganized-quickstart/minifrontier1/pilot,minifrontier1,training,budget_complete_unqualified,,mf1-integration,integration_only,,64,mf1_whole_example,128,,8,4e811f528eee8a887d98a01ca8a3241db100e18b0e6ac24cc3d5e780f0e02e98,98709625a9b309859e514a0e45f934025d45fa50fbb94af5d43245a4bb150dcf,[],"[""fixture 运行不能证明正式 RL、教师资格或草稿加速"", ""台账条数包含阶段和安装用例，不等于独立科学试验数""]"
exp-583e4d0fb28d,local,mf1-wheel-outside/reorganized-quickstart/minifrontier1/sft,minifrontier1,training,budget_complete_unqualified,,mf1-integration,integration_only,,64,mf1_whole_example,37,,2,4e811f528eee8a887d98a01ca8a3241db100e18b0e6ac24cc3d5e780f0e02e98,98709625a9b309859e514a0e45f934025d45fa50fbb94af5d43245a4bb150dcf,[],"[""fixture 运行不能证明正式 RL、教师资格或草稿加速"", ""台账条数包含阶段和安装用例，不等于独立科学试验数""]"
exp-6b5d5e73ac32,local,mf1-wheel-outside/reorganized-quickstart/minikimik3/pretrain,minikimik3,training,complete,,mf1-integration,integration_only,2,,legacy_whole_microbatch,224,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""fixture 运行不能证明正式 RL、教师资格或草稿加速"", ""台账条数包含阶段和安装用例，不等于独立科学试验数""]"
exp-e3ac257e2331,local,mf1-wheel-outside/reorganized-quickstart/minikimik3/sft,minikimik3,training,complete,,mf1-integration,integration_only,2,,legacy_whole_microbatch,36,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""fixture 运行不能证明正式 RL、教师资格或草稿加速"", ""台账条数包含阶段和安装用例，不等于独立科学试验数""]"
exp-3090c63b0cb8,local,mf1-wheel-outside/reorganized-quickstart/miniqwen4/pretrain,miniqwen4,training,complete,,mf1-integration,integration_only,2,,legacy_whole_microbatch,224,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""fixture 运行不能证明正式 RL、教师资格或草稿加速"", ""台账条数包含阶段和安装用例，不等于独立科学试验数""]"
exp-6dba403bc2b7,local,mf1-wheel-outside/reorganized-quickstart/miniqwen4/sft,miniqwen4,training,complete,,mf1-integration,integration_only,2,,legacy_whole_microbatch,36,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""fixture 运行不能证明正式 RL、教师资格或草稿加速"", ""台账条数包含阶段和安装用例，不等于独立科学试验数""]"
exp-6ad3817809ae,local,minideepseekv4/acceptance-v1/dense_distill,minideepseekv4,training,complete,,legacy-language,archive_only,1,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-1a800579010e,local,minideepseekv4/acceptance-v1/dpo,minideepseekv4,training,complete,,legacy-language,archive_only,1,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-8c13d25f4f91,local,minideepseekv4/acceptance-v1/pretrain,minideepseekv4,training,complete,,legacy-language,archive_only,1,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-8536d4d3c0f1,local,minideepseekv4/acceptance-v1/sft,minideepseekv4,training,complete,,legacy-language,archive_only,1,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-f98c32ca10f7,local,minideepseekv4/acceptance-v1/sparse_cpt,minideepseekv4,training,complete,,legacy-language,archive_only,1,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-d942cb4fb79e,local,minideepseekv4/educational-v1/dense_distill,minideepseekv4,training,complete,,legacy-language,archive_only,2,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-2f9f70d24eae,local,minideepseekv4/educational-v1/dpo,minideepseekv4,training,complete,,legacy-language,archive_only,2,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-f3e15b0e72a3,local,minideepseekv4/educational-v1/pretrain,minideepseekv4,training,complete,,legacy-language,archive_only,2,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-21281c8bc61a,local,minideepseekv4/educational-v1/sft,minideepseekv4,training,complete,,legacy-language,archive_only,2,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-b3d5f9dd4c36,local,minideepseekv4/educational-v1/sparse_cpt,minideepseekv4,training,complete,,legacy-language,archive_only,2,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-8eb5a454a546,local,minideepseekv4/memorization-probe-v1/sft,minideepseekv4,training,complete,,legacy-language,archive_only,4,,legacy_whole_microbatch,0,,0,a4b850928610f608fddb779890c09c26a4c19b119c21a32509468ae929f72447,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-e110daa4ede7,local,minikimik3/acceptance-v1/dpo,minikimik3,training,complete,,legacy-language,archive_only,1,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-8c256673bb97,local,minikimik3/acceptance-v1/pretrain,minikimik3,training,complete,,legacy-language,archive_only,1,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-5a469731cd9b,local,minikimik3/acceptance-v1/sft,minikimik3,training,complete,,legacy-language,archive_only,1,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-127961814910,local,minikimik3/educational-v1/dpo,minikimik3,training,complete,,legacy-language,archive_only,2,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-efea2c8b7d06,local,minikimik3/educational-v1/pretrain,minikimik3,training,complete,,legacy-language,archive_only,2,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-c83224c09fb0,local,minikimik3/educational-v1/sft,minikimik3,training,complete,,legacy-language,archive_only,2,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-be71419d6017,local,minikimik3/memorization-probe-v1/sft,minikimik3,training,complete,,legacy-language,archive_only,4,,legacy_whole_microbatch,0,,0,a4b850928610f608fddb779890c09c26a4c19b119c21a32509468ae929f72447,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-04f11b19b494,local,miniqwen4/acceptance-context/dense_distill,miniqwen4,training,complete,,legacy-language,archive_only,1,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-17b4eb186c22,local,miniqwen4/acceptance-context/sparse_cpt,miniqwen4,training,complete,,legacy-language,archive_only,2,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-e7ccd0a54570,local,miniqwen4/acceptance-v1/dense_distill,miniqwen4,training,complete,,legacy-language,archive_only,1,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-39ebdf4067be,local,miniqwen4/acceptance-v1/dpo,miniqwen4,training,complete,,legacy-language,archive_only,1,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-66f704b78f4e,local,miniqwen4/acceptance-v1/pretrain,miniqwen4,training,complete,,legacy-language,archive_only,1,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-919bbe683574,local,miniqwen4/acceptance-v1/sft,miniqwen4,training,complete,,legacy-language,archive_only,1,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-e58a065d2a18,local,miniqwen4/acceptance-v1/sparse_cpt,miniqwen4,training,complete,,legacy-language,archive_only,1,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-3a17c4c246c6,local,miniqwen4/educational-v1/dense_distill,miniqwen4,training,complete,,legacy-language,archive_only,2,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-85479ae3b582,local,miniqwen4/educational-v1/dpo,miniqwen4,training,complete,,legacy-language,archive_only,2,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-d8071e3a0ba8,local,miniqwen4/educational-v1/pretrain,miniqwen4,training,complete,,legacy-language,archive_only,2,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-4c3054da1cbe,local,miniqwen4/educational-v1/sft,miniqwen4,training,complete,,legacy-language,archive_only,2,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-e30b2103d403,local,miniqwen4/educational-v1/sparse_cpt,miniqwen4,training,complete,,legacy-language,archive_only,2,,legacy_whole_microbatch,0,,0,3d746de7bdfbc77716be1488a2d1e8878a31f5626b399b1a39fe834e47603d91,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-cae63e342497,local,miniqwen4/memorization-probe-v1/sft,miniqwen4,training,complete,,legacy-language,archive_only,4,,legacy_whole_microbatch,0,,0,a4b850928610f608fddb779890c09c26a4c19b119c21a32509468ae929f72447,b9b54028a08f12b7dac8da9bedfdf7c9c13cff8b7d015ffeb15570971764fccb,"[""missing_source""]","[""训练结束不代表语言能力通过"", ""旧语料、tokenizer 和配置不能并入新策略预算""]"
exp-0a7415ed1f98,local,performance-real-batch-v1/minikimik3-mb16,minikimik3,training,failed,,batch-screens,execution_evidence_only,,,legacy_whole_microbatch,0,0,0,,,"[""missing_data_sha256"", ""missing_tokenizer_sha256""]","[""合成固定 input 更新与真实非 padding 累积必须分开"", ""1M CE / 32 例验证只能筛异常，不能冻结训练配方"", ""主机确认不能替代同机受控对照"", ""MF1 benchmark 的 microbatch 不能自动用于 MF1 trainer""]"
exp-d255fb9e6dd8,local,performance-real-batch-v1/miniqwen4-mb16,miniqwen4,training,failed,,batch-screens,execution_evidence_only,,,legacy_whole_microbatch,0,0,0,,,"[""missing_data_sha256"", ""missing_tokenizer_sha256""]","[""合成固定 input 更新与真实非 padding 累积必须分开"", ""1M CE / 32 例验证只能筛异常，不能冻结训练配方"", ""主机确认不能替代同机受控对照"", ""MF1 benchmark 的 microbatch 不能自动用于 MF1 trainer""]"
exp-39c9a80172e8,local,performance-real-batch-v2/minideepseekv4-mb16,minideepseekv4,training,complete,,batch-screens,execution_evidence_only,16,16384,legacy_whole_microbatch,92567,80000,5,4fd93e0b8d2e8bcebfcc8ffa71c592653d1ac91402fb3c856f6dc4ece6b33520,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,"[""deepseek_muon_lr_argument_unused"", ""whole_microbatch_global_batch_overshoot""]","[""合成固定 input 更新与真实非 padding 累积必须分开"", ""1M CE / 32 例验证只能筛异常，不能冻结训练配方"", ""主机确认不能替代同机受控对照"", ""MF1 benchmark 的 microbatch 不能自动用于 MF1 trainer""]"
exp-c1425c5f61e2,local,performance-real-batch-v2/minikimik3-mb16,minikimik3,training,complete,,batch-screens,execution_evidence_only,16,16384,legacy_whole_microbatch,92360,80000,5,c0884a102fd5f3dce0002c1e21a9c4acf2d5b241a56638976e4c3a04eb20e78d,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,"[""whole_microbatch_global_batch_overshoot""]","[""合成固定 input 更新与真实非 padding 累积必须分开"", ""1M CE / 32 例验证只能筛异常，不能冻结训练配方"", ""主机确认不能替代同机受控对照"", ""MF1 benchmark 的 microbatch 不能自动用于 MF1 trainer""]"
exp-7755f75ec795,local,performance-real-batch-v2/miniqwen4-mb16,miniqwen4,training,complete,,batch-screens,execution_evidence_only,16,16384,legacy_whole_microbatch,92650,80000,5,c66c42fd7bc99a1b46e61b47fe613228882820a6d3500a63b7ece3ab9063571d,2a85c8917120b6501e3fd5bd30e9f8bf8a8f08ac89e07dae522f9940bb92306b,"[""whole_microbatch_global_batch_overshoot""]","[""合成固定 input 更新与真实非 padding 累积必须分开"", ""1M CE / 32 例验证只能筛异常，不能冻结训练配方"", ""主机确认不能替代同机受控对照"", ""MF1 benchmark 的 microbatch 不能自动用于 MF1 trainer""]"
exp-3322508a4bd8,local,performance-tuning-v1/minideepseekv4,minideepseekv4,synthetic,complete,,batch-screens,execution_evidence_only,,,legacy_whole_microbatch,0,0,0,,,[],"[""合成固定 input 更新与真实非 padding 累积必须分开"", ""1M CE / 32 例验证只能筛异常，不能冻结训练配方"", ""主机确认不能替代同机受控对照"", ""MF1 benchmark 的 microbatch 不能自动用于 MF1 trainer""]"
exp-5532618d967e,local,performance-tuning-v1/minifrontier1,unknown,synthetic,complete,,batch-screens,execution_evidence_only,,,legacy_whole_microbatch,0,0,0,,,[],"[""合成固定 input 更新与真实非 padding 累积必须分开"", ""1M CE / 32 例验证只能筛异常，不能冻结训练配方"", ""主机确认不能替代同机受控对照"", ""MF1 benchmark 的 microbatch 不能自动用于 MF1 trainer""]"
exp-7cb9c62e2480,local,performance-tuning-v1/minikimik3,minikimik3,synthetic,complete,,batch-screens,execution_evidence_only,,,legacy_whole_microbatch,0,0,0,,,[],"[""合成固定 input 更新与真实非 padding 累积必须分开"", ""1M CE / 32 例验证只能筛异常，不能冻结训练配方"", ""主机确认不能替代同机受控对照"", ""MF1 benchmark 的 microbatch 不能自动用于 MF1 trainer""]"
exp-23f604b11d51,local,performance-tuning-v1/miniqwen4,miniqwen4,synthetic,complete,,batch-screens,execution_evidence_only,,,legacy_whole_microbatch,0,0,0,,,[],"[""合成固定 input 更新与真实非 padding 累积必须分开"", ""1M CE / 32 例验证只能筛异常，不能冻结训练配方"", ""主机确认不能替代同机受控对照"", ""MF1 benchmark 的 microbatch 不能自动用于 MF1 trainer""]"
exp-6ae2e4c6cb0d,local,preview-installed-wheel-quickstart/minideepseekv4/pretrain,minideepseekv4,training,complete,,source-integration,integration_only,2,,legacy_whole_microbatch,224,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""小配置和生成 fixture 数据仅用于外部用户安装/执行验收，不作为架构优劣或模型能力证据""]"
exp-dbdb6e6c501c,local,preview-installed-wheel-quickstart/minideepseekv4/sft,minideepseekv4,training,complete,,source-integration,integration_only,2,,legacy_whole_microbatch,36,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""小配置和生成 fixture 数据仅用于外部用户安装/执行验收，不作为架构优劣或模型能力证据""]"
exp-52bd39608b69,local,preview-installed-wheel-quickstart/minikimik3/pretrain,minikimik3,training,complete,,source-integration,integration_only,2,,legacy_whole_microbatch,224,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""小配置和生成 fixture 数据仅用于外部用户安装/执行验收，不作为架构优劣或模型能力证据""]"
exp-1a7c4a3c799b,local,preview-installed-wheel-quickstart/minikimik3/sft,minikimik3,training,complete,,source-integration,integration_only,2,,legacy_whole_microbatch,36,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""小配置和生成 fixture 数据仅用于外部用户安装/执行验收，不作为架构优劣或模型能力证据""]"
exp-3a8897d51138,local,preview-installed-wheel-quickstart/miniqwen4/pretrain,miniqwen4,training,complete,,source-integration,integration_only,2,,legacy_whole_microbatch,224,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""小配置和生成 fixture 数据仅用于外部用户安装/执行验收，不作为架构优劣或模型能力证据""]"
exp-87dfcada209d,local,preview-installed-wheel-quickstart/miniqwen4/sft,miniqwen4,training,complete,,source-integration,integration_only,2,,legacy_whole_microbatch,36,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""小配置和生成 fixture 数据仅用于外部用户安装/执行验收，不作为架构优劣或模型能力证据""]"
exp-f4c3f26cafa1,local,preview-quickstart-3090-v1/minideepseekv4/pretrain,minideepseekv4,training,complete,,source-integration,integration_only,2,,legacy_whole_microbatch,224,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""小配置和生成 fixture 数据仅用于外部用户安装/执行验收，不作为架构优劣或模型能力证据""]"
exp-45aaf85446cc,local,preview-quickstart-3090-v1/minideepseekv4/sft,minideepseekv4,training,complete,,source-integration,integration_only,2,,legacy_whole_microbatch,36,,8,04b1091adcb41f1fdb95ad5af2ca1901c0a37f82f5c5bb9524f260910a7d227a,2ffbbcae11e4976309666b5a81d6452fce082dcc593033eeac63a3c6f44115bd,[],"[""小配置和生成 fixture 数据仅用于外部用户安装/执行验收，不作为架构优劣或模型能力证据""]"
